capacity,current_occupancy,occupancy_rate,empty_beds,is_full,food_needed,water_required,kits_per_person,volunteers_per_person,medical_kits,volunteers_required
283,213,0.7526501766784452,70,0,2470,2364,0.7049135606103827,0.3049410395123966,151,65
667,219,0.328335832083958,448,0,2011,2876,0.5526306607308811,0.3601003617885591,120,77
890,184,0.20674157303370785,706,0,2315,2217,0.552416691346999,0.4204390641159087,97,76
162,83,0.5123456790123457,79,0,1028,1347,0.8364480901605412,0.29730696957810193,71,23
664,364,0.5481927710843374,300,0,4265,5646,0.8120014427273168,0.34176384529626125,297,126
71,70,0.9859154929577465,1,0,641,845,0.5748759028863826,0.5753355675626892,38,39
206,87,0.4223300970873786,119,0,1159,1106,0.7793148582237792,0.332773467081852,71,30
909,164,0.18041804180418042,745,0,1476,2400,0.8886522889102543,0.47216232171656924,148,76
563,95,0.16873889875666073,468,0,1320,1245,0.6066315494481257,0.5646711709928711,55,51
330,249,0.7545454545454545,81,0,2929,3330,0.8461701378809803,0.5043838429768932,212,124
695,128,0.1841726618705036,567,0,1742,2108,0.7902612619310582,0.4290573848586571,96,55
442,274,0.6199095022624435,168,0,2605,4380,0.8925612393424853,0.3096142988755287,244,84
848,239,0.2818396226415094,609,0,2895,3161,0.6163123731220919,0.476385208702897,149,112
595,52,0.08739495798319327,543,0,483,670,0.8249395895881251,0.28375344314650053,42,15
881,458,0.5198637911464246,423,0,4558,5434,0.6940961974235662,0.34043870542757637,321,156
544,484,0.8897058823529411,60,0,4928,6795,0.6121232505514108,0.2753209313272067,295,134
479,423,0.8830897703549061,56,0,3925,5002,0.7728272114710764,0.48301673816825436,325,204
898,56,0.062360801781737196,842,0,776,872,0.7737068488660644,0.34135733030237747,42,19
123,99,0.8048780487804879,24,0,1032,1301,0.8517785377420122,0.5852871574760341,82,59
649,223,0.3436055469953775,426,0,3112,3269,0.7276100806551239,0.5402070118727182,164,123
202,194,0.9603960396039604,8,0,2414,2949,0.7326802522964985,0.5057360593418847,143,98
409,325,0.7946210268948656,84,0,3660,3618,0.5685266225287778,0.5516674512718842,184,178
492,383,0.7784552845528455,109,0,5051,5771,0.6013791316141485,0.5170412922443474,230,198
54,52,0.9629629629629629,2,0,687,881,0.7518549968065088,0.5779038030463872,39,30
667,294,0.4407796101949025,373,0,3604,3750,0.6359604153925008,0.3590988188995905,188,105
954,36,0.03773584905660377,918,0,385,442,0.8579618416413317,0.501142286860913,30,17
237,151,0.6371308016877637,86,0,1563,1864,0.7992243248463339,0.2710335913093484,116,40
962,101,0.104989604989605,861,0,960,1432,0.8987652455868431,0.5265479219288576,86,52
539,249,0.4619666048237477,290,0,2897,3055,0.8932438493607551,0.264385206223074,221,66
588,326,0.5544217687074829,262,0,3750,4406,0.7797850133993638,0.4396991183807469,255,144
272,226,0.8308823529411765,46,0,2246,2494,0.655170719580733,0.5450175475851874,148,122
927,461,0.49730312837108953,466,0,4505,5431,0.5804728743132033,0.5231123977033927,266,241
308,35,0.11363636363636363,273,0,383,411,0.5709432898965563,0.3586393117231699,20,12
387,153,0.3953488372093023,234,0,1413,2193,0.8581371524039976,0.5665743818287405,134,86
137,103,0.7518248175182481,34,0,1023,1208,0.7446853145373837,0.2959069775586314,77,31
175,32,0.18285714285714286,143,0,373,481,0.716565832442249,0.37743912857303435,23,11
781,100,0.12804097311139565,681,0,991,1325,0.7234394705583724,0.28517006050609145,72,29
917,719,0.7840785169029444,198,0,8143,11958,0.6103359405044583,0.5029970383202883,439,363
891,755,0.8473625140291807,136,0,9843,10583,0.7181532406148411,0.4782125319601748,544,362
412,284,0.6893203883495146,128,0,3586,3304,0.5959433925760288,0.454472655872705,168,127
143,34,0.23776223776223776,109,0,439,509,0.7869680215482028,0.3833099565587976,25,11
236,149,0.6313559322033898,87,0,2043,1722,0.8390255929607313,0.5507963773635214,123,81
986,488,0.4949290060851927,498,0,4426,6243,0.8082158319564493,0.5983403820085296,394,291
735,729,0.9918367346938776,6,0,8354,10921,0.6119283727229325,0.5785434796527935,447,421
257,230,0.8949416342412452,27,0,2803,3636,0.6809350167574928,0.5081627327005451,155,116
205,148,0.7219512195121951,57,0,1908,2192,0.70586071973594,0.31881810381379433,104,45
206,71,0.3446601941747573,135,0,859,953,0.8391967561388423,0.3810412224223878,64,26
507,329,0.6489151873767258,178,0,3231,5512,0.7649580662814492,0.38618479720791765,249,129
376,68,0.18085106382978725,308,0,632,924,0.7718669820753878,0.5692102837885106,55,39
963,876,0.9096573208722741,87,0,8051,13646,0.5963194165515067,0.5044870970708684,521,441
250,60,0.24,190,0,592,816,0.6760190664462311,0.3310529141320756,41,19
911,499,0.5477497255762898,412,0,6811,5517,0.7097896727151339,0.5970077572838945,357,297
734,640,0.8719346049046321,94,0,6597,10165,0.6004445821775943,0.2962639854566623,384,190
665,276,0.4150375939849624,389,0,3647,4343,0.8425298179439997,0.5285594023025872,233,145
205,147,0.7170731707317073,58,0,1634,1883,0.6876635673910387,0.45325766484896857,99,67
635,51,0.08031496062992126,584,0,459,570,0.8822781711161224,0.5421649523445689,43,27
602,513,0.8521594684385382,89,0,6383,8529,0.5962238155913511,0.3582324833710956,302,184
692,458,0.661849710982659,234,0,4622,7769,0.888790120252662,0.5865199021258215,406,271
174,144,0.8275862068965517,30,0,1923,1979,0.575125675544933,0.41630574503513645,81,58
748,699,0.9344919786096256,49,0,7285,11549,0.7909597888833106,0.44736067135598945,553,313
739,417,0.564276048714479,322,0,5313,6619,0.6589915337044538,0.4754401305293846,274,198
666,360,0.5405405405405406,306,0,3580,5201,0.8241582123618085,0.5909807062924746,293,211
482,330,0.6846473029045643,152,0,3672,5473,0.7983337178073948,0.43691469720234405,258,145
842,377,0.4477434679334917,465,0,3948,6208,0.8803201364160795,0.2896664503382805,329,108
944,330,0.3495762711864407,614,0,3733,3700,0.722840807873388,0.43613482465053954,238,144
789,74,0.09378960709759189,715,0,961,1129,0.5911228761432363,0.484430659657868,44,35
354,354,1.0,0,1,4616,5277,0.8281754934174181,0.4356199738053721,292,153
779,231,0.29653401797175866,548,0,2937,3018,0.7132154226879022,0.4361675435415232,164,100
360,275,0.7638888888888888,85,0,3591,3033,0.5765563276745725,0.5414594127191117,157,148
936,145,0.15491452991452992,791,0,1592,1862,0.810754738422536,0.5737065871236604,117,82
920,494,0.5369565217391304,426,0,5069,7650,0.7428343146416587,0.5758815786036968,368,284
689,343,0.49782293178519593,346,0,3115,3965,0.641437751537199,0.46847326153799096,219,159
318,299,0.940251572327044,19,0,3446,3400,0.8501305216773818,0.5254138868628561,253,157
918,792,0.8627450980392157,126,0,9422,12038,0.7926509239447418,0.5895581104235943,627,467
743,228,0.30686406460296095,515,0,2634,3844,0.7903444724044111,0.25007961275259066,181,58
519,348,0.6705202312138728,171,0,4660,4410,0.8323107140163828,0.35406335564384567,288,124
208,60,0.28846153846153844,148,0,789,863,0.5552124131578485,0.2694940185333203,33,16
562,57,0.10142348754448399,505,0,647,672,0.5684227429584788,0.2927739548434508,32,16
973,920,0.9455292908530318,53,0,10555,10529,0.608117892435329,0.5741089454575323,559,528
357,230,0.6442577030812325,127,0,2247,3325,0.6790022719971479,0.3418637911563202,154,78
686,150,0.21865889212827988,536,0,2099,2476,0.7847261093686102,0.5749378821079274,117,85
541,412,0.7615526802218114,129,0,4306,5969,0.7638247089677928,0.4376585001160052,312,181
89,74,0.8314606741573034,15,0,917,957,0.7628467518268787,0.5503037428993774,58,38
258,177,0.686046511627907,81,0,1959,2343,0.7690776840551634,0.401785653201854,137,71
508,264,0.5196850393700787,244,0,2898,2919,0.6989993952547613,0.3936361711332396,180,103
696,111,0.15948275862068967,585,0,1207,1733,0.8315892585434725,0.4030486633347333,93,46
98,50,0.5102040816326531,48,0,453,780,0.7379332593888991,0.32202168687642135,39,16
462,239,0.5173160173160173,223,0,2899,3114,0.6361176644754425,0.5415558537627612,155,127
931,176,0.18904403866809882,755,0,2174,2188,0.7329794164859409,0.3319948015783879,131,58
312,259,0.8301282051282052,53,0,3408,3122,0.7666126237197116,0.3233453981753664,195,82
796,781,0.9811557788944724,15,0,8168,12336,0.6409943611586154,0.4105656050860257,502,320
368,243,0.6603260869565217,125,0,2419,3606,0.8761348256416297,0.4104240688174484,209,99
130,120,0.9230769230769231,10,0,1322,1330,0.7369917488199063,0.5040968949303379,86,60
849,270,0.31802120141342755,579,0,2691,3985,0.806434645496923,0.33554819449240847,215,89
704,90,0.1278409090909091,614,0,1231,1107,0.7504749467891504,0.400884238956314,65,36
389,376,0.9665809768637532,13,0,3702,5917,0.8819976966529692,0.5814292182618619,332,218
725,403,0.5558620689655173,322,0,5246,6177,0.6473641463765208,0.5202699589669559,262,209
204,176,0.8627450980392157,28,0,2312,2327,0.8400799564375758,0.31980256405349045,145,56
470,152,0.32340425531914896,318,0,1840,1996,0.8153457875896346,0.32093707750853134,125,48
348,119,0.34195402298850575,229,0,1279,1682,0.6896960125796457,0.4032725299680395,79,47
831,186,0.22382671480144403,645,0,2481,2197,0.6648863704645565,0.5161351793737514,123,96
461,61,0.13232104121475055,400,0,577,955,0.7661321460563827,0.5499931934939022,46,34
545,71,0.13027522935779817,474,0,846,1178,0.8671574219855958,0.26207950116260187,63,17
73,52,0.7123287671232876,21,0,717,659,0.8099803271818311,0.3573477218216697,43,18
401,287,0.71571072319202,114,0,2977,4811,0.5984674977885069,0.4498985899420399,173,128
807,212,0.26270136307311026,595,0,2632,3170,0.7676552873895064,0.533503874554329,159,113
831,571,0.6871239470517448,260,0,5937,9078,0.5770373214257832,0.544531390113153,328,311
448,233,0.5200892857142857,215,0,3134,3504,0.7900151056214064,0.5162568638174589,186,121
92,90,0.9782608695652174,2,0,960,1400,0.566186805029153,0.3495900695340841,51,29
446,114,0.2556053811659193,332,0,1249,1377,0.8779922521851611,0.5928319336751393,101,68
995,432,0.43417085427135677,563,0,5701,6265,0.6554326096231183,0.5271529226790982,281,228
245,202,0.8244897959183674,43,0,2346,2815,0.8345738070713676,0.25948704949053364,166,51
638,232,0.36363636363636365,406,0,3153,3581,0.7637195615156964,0.5534741857217016,175,127
287,278,0.9686411149825784,9,0,2783,4130,0.7124528714456864,0.5966699239937445,198,164
668,188,0.281437125748503,480,0,2285,2771,0.8574065691563604,0.5854672244112327,159,111
448,353,0.7879464285714286,95,0,4619,5399,0.8877205450598514,0.3583077719801083,312,129
328,195,0.5945121951219512,133,0,2515,2649,0.6018852429763859,0.5330990639603954,115,105
565,547,0.968141592920354,18,0,5934,9266,0.6431544991036702,0.4909723207358439,352,268
892,870,0.9753363228699552,22,0,9192,10243,0.6918883442114689,0.5745342306889627,604,500
166,34,0.20481927710843373,132,0,395,425,0.8602737619391417,0.4509009283654182,28,15
751,389,0.5179760319573902,362,0,3523,6223,0.6733538667391581,0.25661727290135755,265,101
896,568,0.6339285714285714,328,0,6038,7614,0.8405528817286692,0.44460001935629007,477,252
420,268,0.638095238095238,152,0,3502,3482,0.7538525067149209,0.5590242086786192,200,149
136,127,0.9338235294117647,9,0,1588,2157,0.6539455591839745,0.49413709739590245,80,63
544,544,1.0,0,1,5938,6784,0.7601617709098356,0.4981203338526804,415,270
916,195,0.212882096069869,721,0,2065,3222,0.5951365822762503,0.42267400318374393,116,83
296,271,0.9155405405405406,25,0,2476,3347,0.6045859556311827,0.279089586381011,164,74
719,575,0.799721835883171,144,0,5623,7699,0.8031304418022644,0.36642906330031905,463,209
852,88,0.10328638497652583,764,0,919,1421,0.5777232881685833,0.49604510827060333,52,44
120,46,0.38333333333333336,74,0,642,562,0.8293797527966262,0.5670508091667337,40,24
522,230,0.44061302681992337,292,0,2612,2637,0.8569925198231352,0.33067315022561317,196,76
392,339,0.8647959183673469,53,0,4693,4313,0.7592255292504503,0.5695611626333694,260,194
106,67,0.6320754716981132,39,0,690,1102,0.7602682401060286,0.3751500901784044,49,24
766,202,0.26370757180156656,564,0,2726,3392,0.5782316851463686,0.42719135119233187,118,83
598,497,0.8311036789297659,101,0,5025,7558,0.7653830512750678,0.50478763766663,381,253
170,144,0.8470588235294118,26,0,1442,1854,0.8499687851799149,0.5725899838103257,122,80
401,295,0.7356608478802993,106,0,3387,4448,0.7687306954389393,0.572641133881099,224,169
192,55,0.2864583333333333,137,0,545,628,0.6883776172355465,0.48043254475950714,39,25
708,258,0.3644067796610169,450,0,2947,3607,0.8002396832869236,0.2918320127129847,206,74
256,71,0.27734375,185,0,990,932,0.6683705964741512,0.25944154623473104,47,17
368,63,0.17119565217391305,305,0,760,836,0.7309931398779359,0.3544478887543634,50,22
980,574,0.5857142857142857,406,0,6908,8736,0.6656400582172961,0.5141150101312113,384,295
960,59,0.06145833333333333,901,0,519,889,0.8334337871929488,0.2604876868307222,49,16
491,464,0.945010183299389,27,0,6202,5165,0.6154282428344408,0.33859406888037125,283,156
240,79,0.32916666666666666,161,0,868,1032,0.5955749993732206,0.2784090638225661,49,22
137,95,0.6934306569343066,42,0,1240,1187,0.8623092409596834,0.4507718866485614,84,43
444,295,0.6644144144144144,149,0,3103,4447,0.620623780938726,0.45821708701834263,183,135
309,81,0.2621359223300971,228,0,1089,1216,0.8680337062753776,0.3612005187607122,75,30
770,210,0.2727272727272727,560,0,2360,2518,0.8409036704964774,0.32145868763038654,178,68
626,200,0.3194888178913738,426,0,2270,3036,0.5555083661637117,0.31182538273127697,109,62
79,36,0.45569620253164556,43,0,446,408,0.5522994820729858,0.33005360334758105,20,11
664,439,0.661144578313253,225,0,6123,5066,0.8603965936318592,0.45313897793460817,378,199
901,357,0.39622641509433965,544,0,4818,5882,0.7358644060216333,0.4210004372803262,261,150
930,927,0.9967741935483871,3,0,11126,14150,0.5626359669423038,0.5294020932707089,522,491
948,169,0.17827004219409281,779,0,1789,2585,0.8389146395033208,0.3324865117874378,140,58
549,472,0.8597449908925319,77,0,4444,7531,0.8564022298872671,0.36604571135907116,404,173
460,316,0.6869565217391305,144,0,3068,5224,0.7411795036837614,0.2775921504333358,235,87
614,498,0.8110749185667753,116,0,5490,6121,0.6399167380054468,0.4434284315098478,316,220
764,431,0.5641361256544503,333,0,4961,5546,0.8309834304718584,0.5915677065971122,361,253
514,451,0.877431906614786,63,0,5250,5040,0.7593257003186851,0.2926689885298441,339,131
258,224,0.8682170542635659,34,0,2762,3524,0.8818942060226692,0.48081516934053775,196,107
903,194,0.21483942414174972,709,0,1942,2537,0.7426837406946077,0.4856361556422599,151,95
437,256,0.585812356979405,181,0,3123,3797,0.6788475636528145,0.3912456024946435,174,98
947,934,0.986272439281943,13,0,10186,14512,0.5522688324971778,0.2770730608663344,515,259
122,53,0.4344262295081967,69,0,604,782,0.8982249060572034,0.41093732333436106,49,22
413,161,0.3898305084745763,252,0,1503,1909,0.8061182429080131,0.5040169504255914,127,81
357,267,0.7478991596638656,90,0,3509,3719,0.7320155154576906,0.5381552444177398,194,145
543,65,0.11970534069981584,478,0,771,1050,0.7797089441227638,0.45428975509957015,52,29
991,619,0.6246215943491423,372,0,6781,8852,0.8153842040890242,0.3023449601185614,509,186
734,240,0.32697547683923706,494,0,2752,4066,0.7540819795954712,0.26410317446752457,178,65
568,147,0.25880281690140844,421,0,1895,1851,0.6882874047811101,0.4716371835808379,97,68
753,508,0.6746347941567065,245,0,5292,7845,0.6511626009682023,0.40373957839271796,331,205
